Date,bitcoin_price
2021-07-12,33155.84765625
2021-07-19,30817.83203125
2021-07-26,37337.53515625
2021-08-02,39201.9453125
2021-08-09,46365.40234375
2021-08-16,46004.484375
2021-08-23,49546.1484375
2021-08-30,47054.984375
2021-09-06,52633.53515625
2021-09-13,44963.07421875
2021-09-20,42843.80078125
2021-09-27,42235.73046875
2021-10-04,49112.90234375
2021-10-11,57484.7890625
2021-10-18,62026.078125
2021-10-25,63039.82421875
2021-11-01,61004.40625
2021-11-08,67566.828125
2021-11-15,63557.87109375
2021-11-22,56289.2890625
2021-11-29,57806.56640625
2021-12-06,50582.625
2021-12-13,46737.48046875
2021-12-20,46880.27734375
2021-12-27,50640.41796875
2022-01-03,46458.1171875
2022-01-10,41821.26171875
2022-01-17,42250.55078125
2022-01-24,36654.328125
2022-01-31,38483.125
2022-02-07,43840.28515625
2022-02-14,42586.91796875
2022-02-21,37075.28125
2022-02-28,43193.234375
2022-03-07,38062.0390625
2022-03-14,39666.75390625
2022-03-21,41077.99609375
2022-03-28,47128.00390625
2022-04-04,46622.67578125
2022-04-11,39521.90234375
2022-04-18,40826.21484375
2022-04-25,40458.30859375
2022-05-02,38529.328125
2022-05-09,30296.953125
2022-05-16,29862.91796875
2022-05-23,29098.91015625
2022-05-30,31726.390625
2022-06-06,31370.671875
2022-06-13,22487.388671875
2022-06-20,20599.537109375
2022-06-27,20735.478515625
2022-07-04,20231.26171875
2022-07-11,19970.556640625
2022-07-18,22485.689453125
2022-07-25,21361.701171875
2022-08-01,23314.19921875
2022-08-08,23809.486328125
2022-08-15,24136.97265625
2022-08-22,21398.908203125
2022-08-29,20297.994140625
2022-09-05,19812.37109375
2022-09-12,22370.44921875
2022-09-19,19544.12890625
2022-09-26,19222.671875
2022-10-03,19623.580078125
2022-10-10,19141.484375
2022-10-17,19550.7578125
2022-10-24,19345.572265625
2022-10-31,20495.7734375
2022-11-07,20602.81640625
2022-11-14,16618.19921875
2022-11-21,15787.2841796875
2022-11-28,16217.322265625
2022-12-05,16974.826171875
2022-12-12,17206.4375
2022-12-19,16439.6796875
2022-12-26,16919.8046875
2023-01-02,16688.470703125
2023-01-09,17196.5546875
2023-01-16,21169.6328125
2023-01-23,22934.431640625
2023-01-30,22840.138671875
2023-02-06,22760.109375
2023-02-13,21808.1015625
2023-02-20,24829.1484375
2023-02-27,23522.87109375
2023-03-06,22429.7578125
2023-03-13,24197.533203125
2023-03-20,27767.236328125
2023-03-27,27139.888671875
2023-04-03,27790.220703125
2023-04-10,29652.98046875
2023-04-17,29445.044921875
2023-04-24,27525.33984375
2023-05-01,28091.568359375
2023-05-08,27694.2734375
2023-05-15,27192.693359375
2023-05-22,26851.27734375
2023-05-29,27745.884765625
2023-06-05,25760.09765625
2023-06-12,25902.5
2023-06-19,26851.029296875
2023-06-26,30271.130859375
2023-07-03,31156.439453125
2023-07-10,30414.470703125
2023-07-17,30145.888671875
2023-07-24,29176.916015625
2023-07-31,29230.111328125
2023-08-07,29180.578125
2023-08-14,29408.443359375
2023-08-21,26124.140625
2023-08-28,26106.150390625
2023-09-04,25812.416015625
2023-09-11,25162.654296875
2023-09-18,26754.28125
2023-09-25,26298.48046875
2023-10-02,27530.78515625
2023-10-09,27583.677734375
2023-10-16,28519.466796875
2023-10-23,33086.234375
2023-10-30,34502.36328125
2023-11-06,35037.37109375
2023-11-13,36502.35546875
2023-11-20,37476.95703125
2023-11-27,37254.16796875
2023-12-04,41980.09765625
2023-12-11,41243.83203125
2023-12-18,42623.5390625
2023-12-25,43613.140625
2024-01-01,44167.33203125
2024-01-08,46970.50390625
2024-01-15,42511.96875
2024-01-22,39507.3671875
2024-01-29,43288.24609375
2024-02-05,42658.66796875
2024-02-12,49958.22265625
2024-02-19,51779.14453125
2024-02-26,54522.40234375
2024-03-04,68330.4140625
2024-03-11,72123.90625
2024-03-18,67548.59375
2024-03-25,69958.8125
2024-04-01,69702.1484375
2024-04-08,71631.359375
2024-04-15,63426.2109375
2024-04-22,66837.6796875
2024-04-29,63841.12109375
2024-05-06,63161.94921875
2024-05-13,62901.44921875
2024-05-20,71448.1953125
2024-05-27,69394.5546875
2024-06-03,68804.78125
2024-06-10,69512.28125
2024-06-17,66490.296875
2024-06-24,60277.4140625
2024-07-01,62851.98046875
2024-07-08,56705.09765625
2024-07-15,64870.15234375
2024-07-22,67585.25
2024-07-29,66819.9140625
2024-08-05,53991.45703125
2024-08-12,59354.515625
2024-08-19,59493.453125
2024-08-26,62880.66015625
2024-09-02,59112.48046875
2024-09-09,57019.53515625
2024-09-16,58192.5078125
2024-09-23,63329.80078125
2024-09-30,63329.5
2024-10-07,62236.66015625
2024-10-14,66046.125
2024-10-21,67367.8515625
2024-10-28,69907.7578125
2024-11-04,67811.5078125
2024-11-11,88701.484375
2024-11-18,90542.640625
2024-11-25,93102.296875
2024-12-02,95865.3046875
2024-12-09,97432.71875
2024-12-16,106029.71875
2024-12-23,94686.2421875
2024-12-30,92643.2109375
2025-01-06,102078.0859375
2025-01-13,94516.5234375
2025-01-20,102016.6640625
2025-01-27,102087.6875
2025-02-03,101405.421875
2025-02-10,97437.5546875
2025-02-17,95773.3828125
2025-02-24,91418.171875
2025-03-03,86065.671875
2025-03-10,78532.0
2025-03-17,84075.6875
2025-03-24,87498.9140625
2025-03-31,82548.9140625
2025-04-07,82692.8671875
